Role,DyadID,Site,Current_Color,Current pain,Condition,Trials,Counterbalance,Temperature,Condition_new,Experimenter,Block,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
2,13,4,0,46,Thermedol,2,1,0,1,1,1,-0.450678133,-0.535095632,-0.587940417,-0.648787499,-0.687090033,-0.239425364,0.282933543,0.226450655,-0.05148819,0.195254929,0.393347576,0.535722241,1.084449537,1.102248992,0.685085312,0.200473059
2,13,3,0,46,Thermedol,4,1,0,1,1,1,-0.250386568,-0.330782932,-0.391588094,-0.135599071,0.83394334,1.102141536,0.809512732,0.777096345,1.053914039,0.882444429,0.531754281,0.240417697,0.210045131,0.288612238,0.201581947,0.063490731
2,13,2,0,46,Thermedol,6,1,0,1,1,1,-0.003000849,-0.027578845,-0.06270751,-0.095454926,-0.119487534,-0.129055965,-0.144382389,-0.156518836,-0.112816272,-0.075682437,0.009101503,0.012425892,-0.025279205,-0.05760382,-0.092632392,-0.129368104
2,13,4,0,46,Thermedol,3,1,0,1,1,1,0.098623569,-0.006563133,-0.074986244,-0.117123219,0.269764397,0.75724252,0.719976605,0.459940791,0.218476903,0.110682622,0.054774856,-0.016348611,-0.085152124,-0.136737854,-0.158867877,-0.170812676
2,13,1,0,46,Thermedol,5,1,0,1,1,1,-0.254941417,-0.264118454,-0.241538064,-0.207761523,-0.205101705,-0.218580992,0.170698457,0.745253835,0.779262521,0.532912087,0.260924015,0.075313912,-0.029264013,-0.087164392,-0.136438279,-0.17703585
2,13,3,0,46,Thermedol,7,1,0,1,1,1,-0.24347327,-0.271900985,-0.156419847,0.500157281,0.875341638,0.761693199,0.485552276,0.510756145,0.619961201,0.501010533,0.289662297,0.110441704,0.000447704,-0.067776674,-0.111491579,-0.135371499
2,13,2,0,46,Thermedol,8,1,0,1,1,1,-0.045262795,-0.064482937,-0.094018978,-0.122816412,-0.139811617,-0.152476018,-0.15812513,-0.134277501,-0.057262972,-0.036796426,-0.051900253,-0.08262515,-0.112140664,-0.131194506,-0.146337454,-0.161105629
2,13,1,1,46,Vaseline,1,1,0,0,1,2,-0.132916641,-0.150812508,-0.180051693,-0.204543552,-0.187179544,-0.162136969,-0.184517581,-0.221548055,-0.234212508,-0.253245963,-0.290192983,-0.287162405,-0.175961384,-0.121180202,-0.162573062,-0.236697984
2,13,4,1,46,Vaseline,2,1,0,0,1,2,0.784224323,0.567889624,0.380034189,0.221628681,0.106069941,0.027489746,-0.02484816,-0.04791906,-0.010658706,-0.006498936,-0.037507485,-0.076578535,-0.104512048,-0.128713093,-0.149200291,-0.166001976
2,13,3,1,46,Vaseline,4,1,0,0,1,2,0.286433803,0.192352906,0.132955496,0.087015783,0.044952501,0.019564962,-0.007776552,-0.022299425,-0.044413621,-0.055575393,-0.070153652,-0.082244206,-0.090064649,-0.099704835,-0.105077293,-0.115094079
2,13,2,1,46,Vaseline,6,1,0,0,1,2,0.231726219,0.436308543,0.419555448,0.303784275,0.195589717,0.121654405,0.070755955,0.034109671,0.010454702,-0.016334499,-0.035710251,-0.056809858,-0.067729469,-0.089288657,-0.105166187,-0.116140042
2,13,4,1,46,Vaseline,3,1,0,0,1,2,0.399033398,0.370648352,0.27906042,0.194553141,0.137336009,0.102978984,0.07484487,0.046018497,0.024324585,0.010252313,0.00172276,-0.016474435,-0.031824608,-0.037342106,-0.049969937,-0.056303794
2,13,1,1,46,Vaseline,5,1,0,0,1,2,-0.013653973,0.117588068,0.15228719,0.120511536,0.071515319,0.029955087,-0.004716446,-0.021274027,-0.034561783,-0.048402696,-0.057284765,-0.079063422,-0.086244851,-0.095868821,-0.110529177,-0.122297024
2,13,3,1,46,Vaseline,7,1,0,0,1,2,0.107073157,0.17115334,0.131651945,0.057470209,-0.000816833,-0.041484922,-0.072804976,-0.093620817,-0.120223003,-0.137983765,-0.152594796,-0.171047506,-0.19072186,-0.207562719,-0.220858278,-0.238971704
2,13,2,1,46,Vaseline,8,1,0,0,1,2,0.333275905,0.202018119,0.10270551,0.036548329,-0.011191197,-0.047596655,-0.084182612,-0.103614723,-0.091556748,-0.055725407,-0.06573398,-0.087077371,-0.118468276,-0.152051316,-0.165635488,-0.190224666
2,17,3,0,47,Thermedol,1,1,1,1,1,1,0.63301857,0.634212126,0.898062959,1.026159222,1.16481008,1.181833281,1.512060371,1.721204096,1.506674286,1.266463474,1.203249192,1.174041607,1.26492939,1.063093345,0.661328253,0.374819529
2,17,4,0,47,Thermedol,2,1,1,1,1,1,-0.013743527,0.047772911,0.291890291,0.663974306,0.781993392,1.050032038,0.970559164,0.977193034,0.659463447,0.283938528,0.107307812,0.02508721,-0.096197565,-0.164657921,-0.180742534,-0.279668711
2,17,1,0,47,Thermedol,5,1,1,1,1,1,-0.197861074,-0.084886812,0.225052984,0.466404674,0.748095403,0.692682569,0.35006879,0.308706576,0.148665826,-0.078391949,-0.14269545,-0.069943312,0.053527706,0.188886089,0.006878859,-0.190900409
2,17,2,0,47,Thermedol,6,1,1,1,1,1,0.015943069,0.252320722,0.214854738,0.298940509,0.23198918,0.253326535,0.268625029,0.066923918,-0.117817264,-0.228523295,-0.216840488,-0.244073087,-0.303082308,-0.241877478,0.059548672,0.18271458
2,17,3,0,47,Thermedol,3,1,1,1,1,1,-0.149264797,0.225716765,0.222732999,0.304572634,0.38656421,0.176608065,0.048159441,0.053256629,-0.076900401,-0.224174186,-0.305520794,-0.176372772,0.146031093,0.753379583,0.637931827,0.2670318
2,17,4,0,47,Thermedol,4,1,1,1,1,1,-0.209966669,-0.288958769,-0.324079011,-0.420764157,-0.504128749,-0.295973646,0.416614199,0.785090238,0.771645622,0.448759988,0.254869884,0.095401438,0.065881558,0.33288667,0.326991407,0.114055588
2,17,2,0,47,Thermedol,7,1,1,1,1,1,-0.337765582,-0.315181052,-0.391892168,-0.476775042,-0.23770816,0.390151083,0.675923251,0.675379029,0.338623367,0.054828654,-0.120758412,-0.24052341,-0.304340749,-0.363681457,-0.451118703,-0.506114335
2,17,1,0,47,Thermedol,8,1,1,1,1,1,0.009761908,0.102473385,-0.123700451,-0.08121677,0.753882093,1.092529291,1.154071622,0.808828283,0.324612417,0.268895657,0.48958135,0.56292104,0.514929866,0.255858024,0.058695537,-0.137950088
2,17,3,1,47,Vaseline,1,1,1,0,1,2,1.323629909,1.538063205,1.515606215,1.200844899,1.543128161,1.686746766,1.106738268,0.649377108,0.395506838,0.239989896,0.152361703,0.074746632,-0.013660047,-0.087653421,-0.164517143,-0.237202203
2,17,4,1,47,Vaseline,2,1,1,0,1,2,-0.162585415,0.123610489,0.050199092,-0.013485867,-0.081075764,0.158339274,0.207217799,0.034951244,-0.093026739,-0.19226348,-0.281862973,-0.320156219,-0.043040354,0.996576383,1.130416137,0.730521468
2,17,1,1,47,Vaseline,5,1,1,0,1,2,-0.311294569,-0.265998235,-0.273355164,-0.314602586,-0.013275433,0.53076116,0.38855024,0.131929576,0.011333743,-0.041557641,0.003716506,-0.051263824,-0.123071047,-0.183128011,-0.253753089,-0.310312349
2,17,2,1,47,Vaseline,6,1,1,0,1,2,-0.478834925,-0.53827591,-0.573898148,-0.533587939,-0.398230603,-0.34844534,0.070862721,0.445577933,0.595437228,1.137578368,1.437153891,1.070193342,0.725952464,0.440317799,0.251503907,0.102249656
2,17,3,1,47,Vaseline,3,1,1,0,1,2,-0.229558712,-0.237317088,-0.229649907,-0.29083232,-0.303510598,0.199668612,0.563907916,0.546507683,0.388154628,0.186399768,0.101036429,0.043336144,-0.012063491,-0.048453144,-0.056713371,-0.117304912
2,17,4,1,47,Vaseline,4,1,1,0,1,2,-0.239853137,-0.283928624,-0.341956257,-0.381869493,-0.330497429,-0.309914487,-0.301001707,0.271195548,0.634597053,0.456998544,0.329355667,0.384594973,0.243977668,0.099548785,0.047253287,-0.028012914
2,17,2,1,47,Vaseline,7,1,1,0,1,2,-0.165345003,0.612642252,0.714105056,0.687965781,0.500152391,0.231292503,0.06647536,-0.048400203,-0.085908324,0.113237377,0.234393605,0.096500178,-0.056961944,-0.159150502,0.178763093,0.502741304
2,17,1,1,47,Vaseline,8,1,1,0,1,2,0.05957459,0.090239624,-0.057954061,-0.173096672,-0.178804999,0.51488481,0.757264408,0.457823069,0.221139171,0.073343205,-0.03037122,-0.105521623,-0.165157812,-0.217665659,-0.254172609,-0.273590082
2,19,2,1,47,Vaseline,1,2,1,0,2,1,0.999474105,0.870761587,0.584626499,0.382321634,0.769876171,0.857180684,0.662627843,0.415002312,0.10614765,-0.032180042,-0.11028912,-0.191754852,-0.272122516,-0.341889067,-0.387452489,-0.411061182
2,19,4,1,47,Vaseline,2,2,1,0,2,1,0.014115969,0.174263129,0.159487768,0.105540339,0.014863811,-0.013602876,-0.018360675,-0.066209119,0.019185437,0.488358083,0.72396012,0.661898488,0.476402446,0.263308233,0.093728849,-0.022707854
2,19,3,1,47,Vaseline,3,2,1,0,2,1,-0.102956446,-0.004963399,0.011132617,0.105019945,0.661567652,0.864913516,0.725012482,0.498181638,0.226702027,0.05372966,-0.053731494,-0.1640254,-0.267218016,-0.331671649,0.101874998,0.535456161
2,19,1,1,47,Vaseline,5,2,1,0,2,1,0.204112232,0.193001077,0.438612572,0.57176745,0.46383384,0.303982786,0.101215182,-0.071206823,-0.05723963,0.025734706,0.013016143,-0.040102531,-0.112205287,-0.177815622,-0.237583091,-0.28224831
2,19,3,1,47,Vaseline,4,2,1,0,2,1,-0.016181362,0.166905295,0.235710439,0.32948758,0.355703432,0.794997487,0.948696046,0.777784083,0.733475639,0.818756876,0.69955839,0.456603147,0.16778296,-0.080750403,-0.237436774,-0.332510225
2,19,4,1,47,Vaseline,6,2,1,0,2,1,0.294154182,0.48423214,0.431202374,0.458286778,0.750568486,0.748965718,0.582220788,0.364163257,0.128581412,-0.049770705,-0.16029433,-0.227548593,-0.275997686,-0.204483269,0.059135689,0.121680275
2,19,2,1,47,Vaseline,7,2,1,0,2,1,0.166364215,0.239722428,0.292905247,0.387089672,0.313020179,0.218076183,0.113038274,-0.011514431,-0.119386915,-0.062483023,0.245035915,0.297897917,0.267111202,0.261565625,0.15834111,0.031411052
2,19,1,1,47,Vaseline,8,2,1,0,2,1,0.39673174,0.564400711,0.465166314,0.325921764,0.620494271,0.908302655,0.828443992,0.828658651,0.79329283,0.634954935,0.434684463,0.186261828,-0.010455927,-0.100404775,-0.093067077,-0.07659948
2,19,2,0,47,Thermedol,1,2,1,1,2,2,0.271912411,0.321337318,0.364621273,0.306220013,0.248437246,0.514121168,0.701473494,0.640900228,0.51189069,0.366911258,0.207765278,0.061024716,-0.049499515,-0.129884924,-0.184939815,-0.223923012
2,19,4,0,47,Thermedol,2,2,1,1,2,2,0.038453573,0.020293106,0.03915461,0.015923187,-0.009486482,-0.040854914,-0.015581957,0.087000187,0.102584376,0.063044548,0.011090799,-0.046158731,-0.103335438,-0.151804843,-0.190701628,-0.222924636
2,19,3,0,47,Thermedol,3,2,1,1,2,2,0.268130323,0.354088622,0.316933742,0.237880502,0.143989978,0.057689132,-0.011168978,-0.067931951,-0.125039876,-0.180033027,-0.23195842,-0.278133373,-0.318185747,-0.292892059,-0.09658934,-0.000100168
2,19,1,0,47,Thermedol,5,2,1,1,2,2,0.372121696,0.425264135,0.371375918,0.252033328,0.167922148,0.559740637,0.845358381,0.819336165,0.709654664,0.545455791,0.32409612,0.090905861,-0.089171541,-0.214055022,-0.24537963,-0.20060956
2,19,3,0,47,Thermedol,4,2,1,1,2,2,0.217044059,0.627455834,0.72048108,0.618848914,0.484376611,0.565935248,0.627548323,0.50821899,0.348775015,0.168668951,-0.027708138,-0.147610555,-0.195033249,-0.204444794,-0.197657347,0.02565084
2,19,4,0,47,Thermedol,6,2,1,1,2,2,0.186162433,0.42355157,0.465999874,0.394313475,0.329652105,0.392169283,0.397368322,0.316610934,0.217562494,0.113041869,0.013220367,-0.066659758,-0.124929386,-0.168503387,-0.200593763,-0.211708045
2,19,2,0,47,Thermedol,7,2,1,1,2,2,-0.01087477,-0.015108613,-0.040325568,-0.077790052,-0.100364737,0.023291012,0.157607404,0.175954265,0.171993763,0.155583108,0.102786615,0.035963057,-0.027638061,-0.076118412,-0.114509479,-0.125767263
2,19,1,0,47,Thermedol,8,2,1,1,2,2,0.421813564,0.373748874,0.291500875,0.190719418,0.14718658,0.361268872,0.557600661,0.565889305,0.494221981,0.394990296,0.27835641,0.162577304,0.06847343,-0.000794359,-0.050405387,-0.085374111
2,20,1,0,47,Thermedol,1,1,1,1,2,1,0.561694227,0.380307973,0.334199587,0.480227729,0.293977329,0.194495498,0.31075161,0.202086221,0.080371598,0.017768784,-0.014819266,-0.066715525,-0.10841147,-0.139969737,-0.16992974,-0.197365438
2,20,4,0,47,Thermedol,2,1,1,1,2,1,0.047152362,0.118593679,0.06114704,0.189524119,0.182826826,0.119755946,0.06178233,-0.013682501,-0.070618096,-0.107848716,-0.068277071,0.097146167,0.093982309,0.033119064,0.045218376,-0.023278868
2,20,3,0,47,Thermedol,3,1,1,1,2,1,-0.000409697,-0.038099808,-0.065254463,-0.092501036,-0.107876464,-0.06749678,-0.05041078,-0.090900738,-0.124441721,-0.14333429,-0.166995683,-0.189996367,-0.203384011,-0.195364388,-0.210866702,-0.23791774
2,20,2,0,47,Thermedol,5,1,1,1,2,1,0.030188498,-0.00672337,-0.044566304,-0.09187867,-0.133953905,-0.164724531,-0.191795538,-0.181094712,-0.208618524,-0.252747054,-0.291582701,-0.327444183,-0.360352337,-0.393385219,-0.402694276,-0.26423165
2,20,4,0,47,Thermedol,4,1,1,1,2,1,0.117154224,0.021803796,0.271626309,0.473911181,0.38648587,0.319453688,0.306000582,0.144127879,0.015026443,-0.076145817,0.075613109,0.270474314,0.186911519,0.204456496,0.248569835,0.095493835
2,20,1,0,47,Thermedol,6,1,1,1,2,1,-0.023231248,-0.085684392,-0.143257441,-0.159778387,0.21858925,0.427501308,0.260672329,0.092085934,0.147058096,0.121813032,0.033565967,0.058483409,0.168598645,0.067053015,-0.030882516,-0.095752486
2,20,3,0,47,Thermedol,7,1,1,1,2,1,0.087951543,0.070994021,-0.027116433,-0.067728143,0.155466355,0.196779184,0.080567451,0.028399691,0.021590578,0.000947603,-0.036643961,-0.083959623,-0.121214454,-0.151404123,-0.050835272,0.033999463
2,20,2,0,47,Thermedol,8,1,1,1,2,1,-0.311977559,-0.308058435,-0.176031839,0.065783593,0.304115891,0.396588509,0.185834957,0.052606789,-0.025507176,-0.084600736,0.041498512,0.033415993,-0.069943753,-0.137340739,-0.156327213,-0.043335313
2,20,1,1,47,Vaseline,1,1,1,0,2,2,0.092808867,0.027847505,-0.036522678,-0.022772386,0.107880008,0.09881242,0.028487959,-0.040454672,-0.063481422,0.253261981,0.357193547,0.204599079,0.100338874,0.035436109,-0.011704015,-0.050547852
2,20,4,1,47,Vaseline,2,1,1,0,2,2,-0.090433007,-0.000818419,0.158606116,0.109909388,0.239403345,0.355454935,0.244430934,0.150284803,0.094974385,0.058516355,0.032641473,0.009546005,-0.011595244,-0.030090858,-0.047383736,-0.060588254
2,20,3,1,47,Vaseline,3,1,1,0,2,2,-0.092351418,-0.098648203,-0.038970126,0.000967454,-0.028340664,-0.052153506,-0.057720488,-0.061749664,-0.077341606,-0.092628696,-0.105459028,-0.100960619,-0.090163965,-0.103115582,-0.118969134,-0.1320894
2,20,2,1,47,Vaseline,5,1,1,0,2,2,-0.09913148,-0.106484219,-0.141103338,-0.167075518,-0.147180306,-0.064667489,-0.086016597,-0.08395279,-0.049908784,0.136388066,0.132724042,0.062548779,0.050040276,0.002625913,-0.042251516,-0.07568734
2,20,4,1,47,Vaseline,4,1,1,0,2,2,-0.115890411,-0.156553487,-0.190265148,-0.219163323,-0.247367218,-0.256854845,-0.249986166,-0.284850939,-0.3213247,-0.339669002,-0.295026511,-0.142005348,0.028308081,0.068233032,-0.048959059,-0.141386653
2,20,1,1,47,Vaseline,6,1,1,0,2,2,0.048940486,-0.009657284,-0.06328367,-0.110517408,-0.003424786,0.245568926,0.48204293,0.35558452,0.215987938,0.153052765,0.091830385,0.025551348,-0.026367874,-0.066707829,-0.100061363,-0.13704151
2,20,3,1,47,Vaseline,7,1,1,0,2,2,0.07866296,0.080187746,0.14398416,0.167879243,0.051791192,-0.035177072,-0.094091459,-0.126197791,-0.162162559,-0.204172857,-0.197979554,-0.105684116,-0.134932656,-0.174485129,-0.217708667,-0.268040875
2,20,2,1,47,Vaseline,8,1,1,0,2,2,-0.10283528,-0.048897823,-0.121585616,-0.070532771,0.157547545,0.04190894,0.040863966,0.047751273,0.010791188,-0.114130045,-0.218433006,0.133332905,0.337988483,0.089988607,-0.06258876,-0.137818184
2,21,2,0,47,Vaseline,1,2,1,0,1,1,0.066045465,0.228096543,0.371081627,0.406248424,0.504710609,0.611284959,0.572015039,0.471312067,0.35626489,0.279117369,0.353456901,0.389966351,0.349691128,0.281934359,0.197732768,0.117187472
2,21,3,0,47,Vaseline,2,2,1,0,1,1,-0.237518223,-0.255549473,-0.188557393,-0.023247534,0.052297827,0.114641832,0.182755202,0.228317708,0.237844681,0.19974382,0.141139549,0.076380554,0.020684263,-0.028058658,-0.041931104,-0.033210041
2,21,1,0,47,Vaseline,3,2,1,0,1,1,-0.31650529,-0.322364748,-0.302402922,-0.236845948,-0.143245951,-0.051925076,0.015221305,0.065282209,0.329673536,0.487996533,0.508071854,0.578257911,0.576539288,0.504997662,0.438232628,0.34647797
2,21,4,0,47,Vaseline,5,2,1,0,1,1,-0.28646399,-0.285203543,-0.15847074,-0.046833533,-0.017923453,0.022353153,0.031392544,-0.002278293,-0.048663105,-0.040745747,0.186564508,0.334179102,0.355463015,0.323635495,0.273003853,0.248646166
2,21,3,0,47,Vaseline,4,2,1,0,1,1,0.093132033,0.081525679,0.059635865,0.048407677,0.072326423,0.148835849,0.157727568,0.136406613,0.12080285,0.12087489,0.128819666,0.118739273,0.106363599,0.082488604,0.053326425,0.026576375
2,21,4,0,47,Vaseline,6,2,1,0,1,1,-0.078964491,-0.110624453,-0.123032299,-0.025246305,0.185763601,0.447687055,0.606238476,0.637993825,0.633683026,0.593682895,0.547232939,0.499182862,0.464977875,0.435642979,0.370388685,0.283016269
2,21,2,0,47,Vaseline,7,2,1,0,1,1,-0.001343781,0.17399515,0.308867401,0.3513125,0.419241745,0.474605725,0.438284687,0.367160358,0.286140179,0.197395087,0.113584189,0.054846598,0.072469867,0.081740319,0.086516438,0.071636816
2,21,1,0,47,Vaseline,8,2,1,0,1,1,-0.012111903,-0.01848708,-0.035935059,-0.0343594,0.044131626,0.145739173,0.177905463,0.184128191,0.179910389,0.154771835,0.118832659,0.0983993,0.086587153,0.059855778,0.028295599,-0.000216954
2,21,2,1,47,Thermedol,1,2,1,1,1,2,0.505886882,0.644142406,0.690135588,0.663009222,0.590436095,0.507374237,0.421291961,0.334689962,0.256845104,0.190093172,0.135168543,0.090820641,0.064718735,0.046067365,0.031577981,0.018325938
2,21,3,1,47,Thermedol,2,2,1,1,1,2,-0.110021586,-0.021042265,0.033466402,0.047255443,0.063772908,0.083059356,0.091171224,0.098130783,0.092904675,0.083816114,0.083523646,0.070998487,0.05471879,0.036856649,0.019655072,0.004989103
2,21,1,1,47,Thermedol,3,2,1,1,1,2,-0.091022405,-0.039682133,0.021389562,0.046503732,0.052309528,0.054444292,0.051967172,0.044598102,0.035588976,0.025578609,0.01554397,0.010088329,0.006678878,0.000348762,-0.007711164,-0.015654832
2,21,4,1,47,Thermedol,5,2,1,1,1,2,-0.078510246,-0.057376341,0.030112925,0.083868685,0.097511065,0.097270472,0.090518308,0.079143718,0.066140708,0.053023936,0.040836275,0.030335358,0.019261841,0.007887948,-0.002103244,-0.012005387
2,21,3,1,47,Thermedol,4,2,1,1,1,2,-0.069106321,-0.064063623,-0.061469791,-0.067024046,-0.074926812,-0.078426875,-0.080250258,-0.083500208,-0.091702394,-0.093420397,-0.062175427,-0.015240065,0.043387395,0.134796284,0.199573504,0.217588957
2,21,4,1,47,Thermedol,6,2,1,1,1,2,-0.061521342,-0.068737706,-0.080262029,-0.093633829,-0.042936349,0.104123807,0.185872083,0.204248868,0.196156018,0.191021582,0.17582718,0.14133721,0.105386167,0.069504156,0.035111078,0.005549181
2,21,2,1,47,Thermedol,7,2,1,1,1,2,-0.132158401,-0.047860514,0.032554485,0.054922519,0.066543954,0.130723054,0.188427189,0.214576532,0.202948268,0.171185282,0.132574417,0.087624491,0.043847041,0.005260954,-0.019245871,-0.014588594
2,21,1,1,47,Thermedol,8,2,1,1,1,2,0.059808315,0.050112098,0.036410991,0.015483798,0.079015248,0.273131129,0.380996387,0.40552647,0.388824594,0.354018769,0.299201658,0.238979778,0.199533634,0.176813148,0.147362916,0.121521584
2,22,4,0,47,Thermedol,1,1,1,1,2,1,0.533995648,0.493377168,0.412347332,0.383779625,0.484042215,0.563598897,0.561359947,0.519073725,0.46884502,0.417542532,0.370341345,0.329288961,0.294331177,0.26555463,0.238874864,0.215268784
2,22,2,0,47,Thermedol,2,1,1,1,2,1,0.037003451,0.025750805,0.016179846,0.006485564,-0.000904844,-0.008493871,-0.016164434,-0.020690361,-0.025234541,-0.033369243,-0.042045755,-0.050523772,-0.060044147,-0.07132052,-0.082792705,-0.094123942
2,22,3,0,47,Thermedol,3,1,1,1,2,1,-0.268710173,-0.288532317,-0.310929133,-0.33343073,-0.350702674,-0.359743567,-0.375318133,-0.381997495,-0.354379903,-0.254393517,-0.090051361,-0.00221914,0.164090419,0.467276103,0.584455697,0.582889351
2,22,1,0,47,Thermedol,5,1,1,1,2,1,0.125338141,0.113656536,0.104454541,0.095435441,0.085393239,0.075783804,0.067545145,0.060436018,0.051912263,0.044341918,0.036071455,0.029227467,0.023083558,0.016516987,0.008695437,0.001433708
2,22,3,0,47,Thermedol,4,1,1,1,2,1,0.038776649,0.029929571,0.019824367,0.010082954,0.003324814,-0.002937796,-0.009123184,-0.014747659,-0.020031825,-0.026337178,-0.032698425,-0.038493822,-0.043394607,-0.050457915,-0.056644451,-0.062418854
2,22,1,0,47,Thermedol,6,1,1,1,2,1,-0.063250262,-0.074855904,-0.08695947,-0.076901918,0.005831353,0.083964602,0.116254261,0.107818165,0.08394383,0.061735793,0.050247739,0.044174555,0.036240191,0.027322251,0.017241493,0.008134948
2,22,4,0,47,Thermedol,7,1,1,1,2,1,-0.043183295,-0.048485722,-0.00455847,0.044879316,0.064725814,0.059005591,0.042667231,0.02731997,0.015439285,0.007005,-0.002079738,-0.010344466,-0.018189802,-0.023872148,-0.028499678,-0.032826474
2,22,2,0,47,Thermedol,8,1,1,1,2,1,0.136139055,0.173277868,0.164136584,0.138801178,0.117557897,0.10413434,0.093372404,0.084279013,0.076426015,0.069346964,0.062523985,0.057646698,0.053482571,0.050933046,0.051761104,0.054322212
2,22,4,1,47,Vaseline,1,1,1,0,2,2,-0.015399168,-0.014751043,-0.014200264,-0.012427726,-0.011884516,-0.011312525,-0.010772796,-0.010314477,-0.010340325,-0.010444341,-0.011200734,-0.012328997,-0.012457715,-0.013300537,-0.013733598,-0.014002702
2,22,2,1,47,Vaseline,2,1,1,0,2,2,-0.01461567,-0.016013284,-0.017567754,-0.019125378,-0.020224215,-0.021348076,-0.022591633,-0.023843117,-0.024856848,-0.02685509,-0.028674772,-0.030661859,-0.032558579,-0.034828957,-0.036997351,-0.039127458
2,22,3,1,47,Vaseline,3,1,1,0,2,2,0.023786906,0.035736168,0.038349351,0.03606455,0.033877325,0.032131542,0.03037349,0.027735053,0.024694466,0.02124096,0.018086369,0.014640103,0.011086935,0.008033386,0.004640127,0.001262733
2,22,1,1,47,Vaseline,5,1,1,0,2,2,0.001370132,0.000840763,-0.000749734,-0.002286566,-0.005553031,-0.009276695,-0.013298583,-0.015870116,-0.019299144,-0.023366438,-0.02396259,-0.021739303,-0.017269279,-0.013434447,-0.010911503,-0.010153698
2,22,3,1,47,Vaseline,4,1,1,0,2,2,0.005081319,0.003903718,0.005067807,0.004340069,0.003707865,0.00170454,-9.62E-05,-0.002805001,-0.005157838,-0.006857426,-0.007922773,-0.009577665,-0.011685441,-0.01529631,-0.018444182,-0.022226974
2,22,1,1,47,Vaseline,6,1,1,0,2,2,-0.023180627,-0.018777599,-0.018908625,-0.023077196,-0.027690188,-0.031638271,-0.036814643,-0.040566528,-0.038730163,-0.034193284,-0.033164201,-0.033491663,-0.035410512,-0.039511558,-0.041796399,-0.043962713
2,22,4,1,47,Vaseline,7,1,1,0,2,2,-0.088846064,-0.066864878,-0.037576085,0.015658027,0.068364252,0.09712615,0.105964782,0.102751304,0.097437026,0.092980912,0.0898356,0.086217432,0.08233586,0.078657461,0.073699505,0.068302859
2,22,2,1,47,Vaseline,8,1,1,0,2,2,0.035526155,0.035212243,0.034025492,0.032621276,0.028965728,0.02470338,0.021453518,0.017736138,0.014202166,0.010899792,0.007489855,0.008408347,0.007452417,0.005469866,0.003383815,0.000303704
2,25,3,1,47,Vaseline,1,2,1,0,2,1,-0.082338843,0.144811244,0.388645846,0.678083543,0.838584412,0.905422581,1.025179386,1.023292476,0.912831752,0.860637579,0.824784575,0.748920814,0.647365112,0.543665834,0.455472717,0.383166539
2,25,1,1,47,Vaseline,2,2,1,0,2,1,-0.075281955,0.045754898,0.164417219,0.176464377,0.142063597,0.228853174,0.308584953,0.300745528,0.24411914,0.195520066,0.149200702,0.114608666,0.093794448,0.064676034,0.029615235,-0.005320086
2,25,4,1,47,Vaseline,3,2,1,0,2,1,-0.108056052,0.018049174,0.026073179,-0.010777234,0.123603244,0.34364703,0.418472646,0.357993021,0.331514145,0.400539384,0.411565628,0.367809596,0.311286164,0.267213647,0.230657979,0.197398953
2,25,2,1,47,Vaseline,4,2,1,0,2,1,-0.125344907,-0.141652526,-0.154638582,-0.151674901,-0.147863966,-0.06805492,0.058698808,0.100809191,0.084446378,0.100975647,0.118026544,0.110696528,0.083088749,0.059769042,0.047758754,0.03517112
2,25,3,1,47,Vaseline,5,2,1,0,2,1,-0.042610327,0.015455639,0.044723569,0.033463227,0.016975254,0.013088009,0.016709888,0.014903985,0.00353147,-0.010798487,-0.024628714,-0.02563217,-0.024754468,-0.032445675,-0.044953623,-0.057307481
2,25,1,1,47,Vaseline,6,2,1,0,2,1,-0.144711053,-0.076831177,-0.025966714,-0.019987208,-0.035526102,-0.042711853,-0.035468472,-0.036514993,-0.051872568,-0.065648404,-0.015032777,0.059980279,0.088869464,0.0914602,0.077271309,0.054762354
2,25,2,1,47,Vaseline,7,2,1,0,2,1,-0.196734923,-0.214018344,-0.232160037,-0.243881741,-0.192779105,-0.124318288,-0.094287414,-0.084506706,-0.082794551,-0.04495089,0.003973557,0.050870344,0.191832402,0.328884609,0.397146748,0.384827643
2,25,4,1,47,Vaseline,8,2,1,0,2,1,0.016913725,0.021767012,0.023048935,0.012842567,-0.001638391,-0.007565916,0.030642693,0.088526704,0.110812413,0.105621855,0.089578656,0.074808674,0.061501031,0.049996772,0.044650916,0.041384199
2,25,3,0,47,Thermedol,1,2,1,1,2,2,-0.042927744,-0.017360277,0.023123324,0.052067081,0.062198074,0.059100212,0.052293678,0.045304293,0.0388353,0.034910208,0.030644805,0.026907422,0.023285554,0.021062396,0.018439251,0.016524413
2,25,1,0,47,Thermedol,2,2,1,1,2,2,0.000875401,0.001434986,0.00050125,-0.001134358,-0.002469842,-0.003653949,-0.004569088,-0.004953806,-0.004086851,-0.004134509,-0.004480613,-0.004416391,-0.002188971,-0.002771183,-0.003949946,-0.004516172
2,25,4,0,47,Thermedol,3,2,1,1,2,2,-0.008670155,-0.007697664,-0.00683704,-0.003117153,-0.000352705,0.001108589,0.001651722,0.001336857,0.000999254,0.000351793,-0.000529815,-0.001321428,-0.001549063,-0.002101563,-0.002557078,-0.002768924
